genome_id,b12,heme,folate,biotin,type1,type3,rm
MGYG000001983,0,0,0,0,1,0,1
MGYG000001984,0,0,0,0,0,0,1
MGYG000001985,0,0,0,0,0,0,0
MGYG000001986,0,0,0,0,0,0,0
MGYG000001987,1,0,0,0,1,0,1
MGYG000001988,1,0,1,0,1,1,1
MGYG000001989,0,0,0,0,1,0,1
MGYG000001991,0,0,0,0,0,0,1
MGYG000001992,1,0,0,0,0,0,0
MGYG000001993,1,0,0,0,0,0,0
MGYG000001994,0,0,1,0,1,1,1
MGYG000001995,1,0,1,1,1,0,1
MGYG000001996,0,0,0,0,1,1,1
MGYG000001998,0,0,0,0,0,0,0
MGYG000002000,0,0,1,0,0,0,0
MGYG000002001,0,0,1,0,0,1,1
MGYG000002002,0,0,0,0,0,0,0
MGYG000002004,0,0,0,0,0,0,0
MGYG000002005,0,0,0,0,0,0,0
MGYG000002006,1,0,0,0,0,0,0
MGYG000002007,0,0,1,0,1,0,1
MGYG000002008,0,0,0,0,0,0,1
MGYG000002009,0,0,1,0,0,0,0
MGYG000002010,0,0,0,0,0,0,0
MGYG000002011,0,0,0,0,0,0,0
MGYG000002013,0,0,0,0,0,0,0
MGYG000002014,0,0,0,0,1,0,1
MGYG000002015,0,0,1,1,0,0,0
MGYG000002016,0,0,0,0,0,0,0
MGYG000002017,0,0,0,0,0,0,0
MGYG000002018,1,0,1,0,0,0,0
MGYG000002019,0,0,1,0,0,0,0
MGYG000002020,0,0,0,0,0,0,0
MGYG000002021,0,0,0,0,1,1,1
MGYG000002022,1,0,0,0,0,0,1
MGYG000002023,0,0,0,0,1,0,1
MGYG000002024,0,0,0,0,1,0,1
MGYG000002025,1,0,0,0,0,0,0
MGYG000002026,0,0,0,0,0,0,0
MGYG000002027,0,0,0,0,0,1,1
MGYG000002028,0,0,0,0,0,0,0
MGYG000002029,1,0,1,0,0,0,0
MGYG000002030,0,0,0,0,0,0,0
MGYG000002031,0,0,0,0,0,0,0
MGYG000002032,1,0,0,0,0,0,0
MGYG000002033,1,0,1,0,1,0,1
MGYG000002034,1,0,0,0,0,0,0
MGYG000002035,1,0,0,0,0,0,0
MGYG000002036,0,0,0,0,0,0,0
MGYG000002037,1,0,0,0,0,0,0
MGYG000002038,0,0,0,0,0,0,0
MGYG000002039,0,0,0,0,0,0,0
MGYG000002040,1,0,0,0,0,0,0
MGYG000002041,1,0,0,0,0,0,0
MGYG000002042,0,0,0,0,0,0,0
MGYG000002043,0,0,0,0,0,0,0
MGYG000002044,0,0,0,0,0,0,0
MGYG000002045,0,0,0,0,0,0,0
MGYG000002046,0,0,0,0,0,0,0
MGYG000002047,1,0,0,0,0,0,0
MGYG000002048,1,0,0,0,0,0,0
MGYG000002049,1,0,1,1,0,0,0
MGYG000002050,0,0,0,0,0,0,0
MGYG000002051,0,0,1,0,0,0,0
MGYG000002052,1,0,0,0,0,0,0
MGYG000002053,1,0,0,1,0,0,0
MGYG000002054,1,0,0,0,0,0,0
MGYG000002055,0,0,0,0,0,0,0
MGYG000002056,0,0,0,0,0,0,1
MGYG000002057,1,0,0,0,0,0,0
MGYG000002058,1,0,0,0,0,0,0
MGYG000002059,1,0,0,0,0,0,0
MGYG000002060,0,0,0,0,0,0,0
MGYG000002061,0,0,0,0,0,0,0
MGYG000002062,0,1,1,0,1,0,1
MGYG000002063,0,0,1,0,0,0,1
MGYG000002064,0,0,1,0,0,1,1
MGYG000002065,0,0,0,0,0,0,0
MGYG000002067,0,0,0,0,1,1,1
MGYG000002068,1,0,1,0,0,0,0
MGYG000002069,0,0,0,0,0,0,0
MGYG000002071,0,0,0,0,0,0,0
MGYG000002072,1,0,0,0,1,1,1
MGYG000002073,1,0,0,0,0,0,0
MGYG000002074,0,0,0,0,0,0,0
MGYG000002075,1,0,1,0,0,0,0
MGYG000002076,1,0,0,0,1,0,1
MGYG000002077,0,0,1,1,1,0,1
MGYG000002078,1,0,0,0,0,0,0
MGYG000002079,1,0,0,1,0,0,0
MGYG000002080,0,0,1,0,0,1,1
MGYG000002082,0,0,1,0,1,0,1
MGYG000002083,1,0,0,0,0,0,0
MGYG000002084,0,0,0,0,0,0,0
MGYG000002085,0,0,0,0,0,0,0
MGYG000002086,1,0,0,0,0,0,0
MGYG000002087,0,0,0,0,0,0,0
MGYG000002089,0,0,0,0,0,0,0
MGYG000002090,0,0,0,0,0,0,0
MGYG000002091,0,0,0,0,0,0,1
MGYG000002092,0,0,1,0,0,0,0
MGYG000002093,0,0,0,0,0,0,0
MGYG000002094,0,0,0,0,0,0,0
MGYG000002095,1,0,0,0,0,0,0
MGYG000002096,0,0,0,0,0,1,1
MGYG000002097,0,0,0,0,0,0,0
MGYG000002098,1,0,0,0,0,1,1
MGYG000002099,0,0,0,0,0,0,0
MGYG000002100,0,0,0,0,0,0,0
MGYG000002101,0,1,1,0,0,0,0
MGYG000002102,0,0,0,0,0,0,0
MGYG000002103,0,0,1,0,0,0,0
MGYG000002104,0,0,0,0,0,0,0
MGYG000002105,1,0,0,0,0,0,0
MGYG000002106,0,0,0,0,0,1,1
MGYG000002107,0,0,0,0,0,1,1
MGYG000002108,0,0,1,0,1,0,1
MGYG000002109,1,0,1,1,1,0,1
MGYG000002110,0,0,0,0,1,0,1
MGYG000002111,1,0,0,0,0,0,0
MGYG000002112,0,0,0,0,0,0,0
MGYG000002113,1,0,0,1,1,0,1
MGYG000002114,0,0,0,0,0,0,0
MGYG000002115,0,0,0,0,0,0,0
MGYG000002116,0,0,1,0,0,0,0
MGYG000002117,1,0,0,0,0,0,0
MGYG000002119,0,0,1,0,0,1,1
MGYG000002120,1,1,0,0,0,0,0
MGYG000002121,0,0,0,0,0,0,0
MGYG000002122,0,0,0,0,0,0,0
MGYG000002123,0,0,0,0,0,0,0
MGYG000002124,0,0,0,0,0,0,0
MGYG000002125,0,0,0,0,0,0,0
MGYG000002126,0,0,0,0,0,1,1
MGYG000002127,0,0,0,0,0,0,0
MGYG000002128,0,0,0,0,0,0,0
MGYG000002129,1,0,0,0,0,0,0
MGYG000002130,1,0,0,0,0,0,0
MGYG000002131,0,0,1,0,0,0,0
MGYG000002132,0,0,0,0,0,0,1
MGYG000002133,0,0,1,0,1,0,1
MGYG000002134,1,0,1,0,1,0,1
MGYG000002135,1,0,0,0,0,0,0
MGYG000002136,1,0,0,1,1,1,1
MGYG000002137,0,0,0,0,1,0,1
MGYG000002138,1,0,0,0,0,0,0
MGYG000002139,0,0,0,0,0,0,0
MGYG000002140,1,0,1,0,0,0,0
MGYG000002141,1,0,1,0,0,0,0
MGYG000002142,0,0,0,0,1,0,1
MGYG000002143,1,0,0,0,0,1,1
MGYG000002144,1,0,0,0,0,0,0
MGYG000002145,1,0,0,0,0,1,1
MGYG000002146,1,0,0,0,0,0,0
MGYG000002147,0,0,0,0,0,0,0
MGYG000002148,0,0,0,0,0,0,0
MGYG000002149,1,1,1,0,0,0,0
MGYG000002150,1,0,1,0,0,0,0
MGYG000002151,1,0,0,0,0,0,0
MGYG000002152,0,0,1,0,1,0,1
MGYG000002153,0,0,0,1,0,0,0
MGYG000002154,0,0,1,0,0,0,0
MGYG000002155,0,0,0,0,1,0,1
MGYG000002156,0,0,0,0,1,0,1
MGYG000002157,0,0,1,1,0,1,1
MGYG000002158,1,0,0,1,0,0,0
MGYG000002159,0,0,0,0,1,0,1
MGYG000002165,0,0,1,1,0,0,0
MGYG000002166,0,0,0,0,0,0,1
MGYG000002167,0,0,0,0,0,0,0
MGYG000002168,0,0,1,0,0,0,0
MGYG000002169,0,0,0,0,1,0,1
MGYG000002170,1,0,0,0,1,1,1
MGYG000002171,1,0,1,1,0,0,1
MGYG000002172,0,0,0,0,1,0,1
MGYG000002173,0,0,1,0,0,1,1
MGYG000002174,0,0,1,0,0,0,1
MGYG000002175,0,0,0,0,1,0,1
MGYG000002176,0,0,1,0,1,1,1
MGYG000002177,0,0,0,0,1,0,1
MGYG000002178,0,0,0,0,0,1,1
MGYG000002179,1,0,1,1,1,0,1
MGYG000002180,0,0,0,0,0,0,0
MGYG000002181,1,0,1,1,0,1,1
MGYG000002182,0,0,0,0,0,0,0
MGYG000002183,0,0,0,0,1,1,1
MGYG000002184,0,0,0,0,0,0,0
MGYG000002185,0,0,1,0,0,0,0
MGYG000002186,1,0,1,0,1,1,1
MGYG000002187,1,0,0,0,0,1,1
MGYG000002188,0,0,0,0,1,0,1
MGYG000002189,0,0,0,0,0,0,0
MGYG000002190,0,0,1,0,1,0,1
MGYG000002191,0,0,0,0,1,0,1
MGYG000002192,0,0,0,0,1,0,1
MGYG000002193,0,0,0,0,0,0,0
MGYG000002194,0,0,0,0,0,0,0
MGYG000002195,1,0,1,0,1,1,1
MGYG000002196,0,0,0,0,0,0,0
MGYG000002197,0,0,0,0,1,1,1
MGYG000002198,0,0,0,0,0,0,0
MGYG000002199,0,0,1,0,0,0,0
MGYG000002200,0,0,0,0,1,0,1
MGYG000002201,0,0,0,0,0,0,0
MGYG000002202,1,0,0,0,0,1,1
MGYG000002203,0,0,1,0,0,1,1
MGYG000002204,0,0,0,0,0,0,0
MGYG000002205,1,0,1,1,0,1,1
MGYG000002206,1,0,0,0,0,0,0
MGYG000002207,0,0,0,0,0,0,0
MGYG000002208,0,0,0,0,0,0,0
MGYG000002209,1,0,1,0,0,0,0
MGYG000002210,0,0,1,0,0,0,0
MGYG000002212,1,0,1,0,0,1,1
MGYG000002213,1,0,0,0,0,0,0
MGYG000002215,1,0,0,0,0,0,1
MGYG000002216,1,0,0,0,0,0,0
MGYG000002218,1,0,1,1,1,0,1
MGYG000002219,0,0,0,0,0,1,1
MGYG000002220,0,0,0,0,0,0,1
MGYG000002221,1,0,0,0,0,0,0
MGYG000002222,1,0,1,1,1,0,1
MGYG000002223,1,0,0,0,0,0,0
MGYG000002224,1,0,0,0,1,1,1
MGYG000002225,0,0,1,0,0,0,0
MGYG000002226,1,0,0,0,0,0,0
MGYG000002227,0,0,1,0,0,0,0
MGYG000002228,0,0,0,0,1,0,1
MGYG000002229,1,0,0,0,0,1,1
MGYG000002230,1,0,0,0,1,1,1
MGYG000002231,0,0,0,0,0,0,0
MGYG000002232,0,0,1,0,0,1,1
MGYG000002233,0,0,0,0,0,1,1
MGYG000002234,1,0,1,1,0,0,1
MGYG000002235,0,0,1,1,1,0,1
MGYG000002236,0,0,1,0,0,0,1
MGYG000002237,0,0,0,0,0,0,0
MGYG000002238,0,0,0,0,0,0,0
MGYG000002239,0,0,0,0,0,0,0
MGYG000002240,0,0,0,0,0,0,0
MGYG000002241,0,0,0,0,0,0,0
MGYG000002242,0,0,1,0,1,1,1
MGYG000002243,1,0,0,0,1,0,1
MGYG000002244,0,0,0,0,0,0,1
MGYG000002245,0,0,0,0,0,0,0
MGYG000002246,0,0,0,0,0,0,0
MGYG000002247,1,0,1,0,0,0,0
MGYG000002248,0,0,0,0,0,0,0
MGYG000002249,0,0,0,0,0,0,0
MGYG000002250,0,0,0,0,0,0,0
MGYG000002251,0,0,0,0,0,0,0
MGYG000002252,0,0,0,0,0,0,0
MGYG000002253,0,0,0,0,0,0,1
MGYG000002254,1,0,0,0,0,0,0
MGYG000002255,0,0,0,0,0,0,0
MGYG000002256,1,0,1,0,0,0,0
MGYG000002257,0,0,0,0,0,0,0
MGYG000002258,0,0,1,0,1,0,1
MGYG000002259,0,0,0,0,0,0,0
MGYG000002260,0,0,1,0,0,0,0
MGYG000002261,0,0,0,0,0,0,0
MGYG000002262,0,0,1,0,0,0,0
MGYG000002263,0,0,0,0,0,1,1
MGYG000002264,1,0,0,0,0,0,0
MGYG000002265,0,0,0,0,0,0,1
MGYG000002266,0,0,0,0,0,1,1
MGYG000002267,1,0,1,0,0,0,0
MGYG000002268,0,0,0,0,0,0,0
MGYG000002269,0,0,1,0,0,1,1
MGYG000002270,1,0,0,0,1,0,1
MGYG000002271,1,0,1,0,1,0,1
MGYG000002272,1,0,0,0,1,1,1
MGYG000002273,1,0,1,1,0,0,1
MGYG000002274,1,0,0,0,1,1,1
MGYG000002275,0,0,1,1,1,1,1
MGYG000002276,1,0,1,0,0,0,0
MGYG000002277,1,0,1,0,1,0,1
MGYG000002278,1,0,0,0,1,0,1
MGYG000002279,1,0,0,0,0,0,0
MGYG000002280,1,0,0,0,1,1,1
MGYG000002281,1,0,1,1,0,0,1
MGYG000002282,1,0,1,1,0,0,0
MGYG000002283,0,1,1,1,0,1,1
MGYG000002284,1,0,0,1,1,0,1
MGYG000002285,1,0,1,0,0,0,0
MGYG000002286,1,0,1,0,0,1,1
MGYG000002287,1,0,0,0,1,1,1
MGYG000002288,0,1,1,1,0,0,0
MGYG000002289,0,0,1,0,1,0,1
MGYG000002290,1,0,0,0,1,1,1
MGYG000002291,0,0,1,1,1,0,1
MGYG000002292,0,0,1,0,0,0,0
MGYG000002293,0,0,1,0,1,1,1
MGYG000002294,1,0,0,0,0,0,0
MGYG000002295,1,0,0,0,1,0,1
MGYG000002296,1,1,0,0,1,1,1
MGYG000002297,0,0,1,0,1,1,1
MGYG000002298,1,0,1,0,0,0,0
MGYG000002299,0,0,1,0,1,0,1
MGYG000002300,1,0,1,0,0,0,1
MGYG000002301,0,1,1,0,1,0,1
MGYG000002302,0,0,1,0,0,0,0
MGYG000002303,0,0,0,0,1,1,1
MGYG000002304,1,0,0,0,0,0,0
MGYG000002305,1,1,1,0,0,0,0
MGYG000002306,1,0,1,1,0,0,0
MGYG000002307,0,1,0,1,1,1,1
MGYG000002308,0,1,0,1,1,1,1
MGYG000002309,1,1,1,0,1,0,1
MGYG000002310,1,1,1,0,1,0,1
MGYG000002311,1,1,1,1,1,0,1
MGYG000002312,1,0,0,0,0,0,0
MGYG000002313,0,0,0,0,1,0,1
MGYG000002314,1,0,1,0,0,0,0
MGYG000002315,0,0,0,0,0,0,0
MGYG000002316,0,0,0,0,0,1,1
MGYG000002317,0,0,1,0,0,0,0
MGYG000002318,0,0,1,0,0,1,1
MGYG000002319,0,0,1,0,0,0,0
MGYG000002320,0,0,0,0,1,0,1
MGYG000002321,0,0,0,0,1,0,1
MGYG000002322,0,1,0,1,1,0,1
MGYG000002323,0,1,0,1,1,0,1
MGYG000002324,0,0,0,0,1,0,1
MGYG000002325,1,1,1,0,1,0,1
MGYG000002326,0,1,1,0,0,0,0
MGYG000002327,1,0,0,0,1,1,1
MGYG000002328,1,0,0,0,1,0,1
MGYG000002329,0,0,0,0,1,0,1
MGYG000002330,1,0,1,0,0,0,0
MGYG000002331,1,1,1,1,1,0,1
MGYG000002332,0,1,0,1,0,0,0
MGYG000002333,0,1,0,1,0,0,0
MGYG000002334,0,0,1,0,0,0,0
MGYG000002335,1,1,1,1,0,0,0
MGYG000002336,1,0,1,0,1,1,1
MGYG000002337,0,1,1,1,1,0,1
MGYG000002338,0,1,1,0,1,0,1
MGYG000002339,0,0,0,0,0,1,1
MGYG000002340,1,0,0,0,0,0,0
MGYG000002341,1,1,1,1,1,1,1
MGYG000002342,0,1,1,1,1,0,1
MGYG000002343,0,1,1,1,0,0,0
MGYG000002344,0,1,1,1,1,0,1
MGYG000002345,0,1,1,1,1,0,1
MGYG000002346,0,1,1,1,1,1,1
MGYG000002347,0,0,0,0,0,0,0
MGYG000002348,0,0,0,0,0,0,0
MGYG000002349,0,0,1,0,1,0,1
MGYG000002350,0,1,1,1,1,0,1
MGYG000002351,1,1,1,1,1,1,1
MGYG000002352,0,1,0,0,1,1,1
MGYG000002353,0,0,1,0,0,0,0
MGYG000002354,0,1,1,1,1,0,1
MGYG000002355,1,0,0,0,1,0,1
MGYG000002356,0,1,1,1,1,0,1
MGYG000002357,0,1,1,1,0,0,0
MGYG000002358,0,1,1,1,0,1,1
MGYG000002359,1,1,1,1,0,0,0
MGYG000002360,0,0,0,0,1,0,1
MGYG000002361,0,0,0,0,1,0,1
MGYG000002362,1,0,1,1,1,0,1
MGYG000002363,1,1,0,1,0,0,0
MGYG000002364,0,1,0,1,0,0,1
MGYG000002365,0,0,0,0,0,0,0
MGYG000002366,1,1,1,1,1,1,1
MGYG000002367,0,0,0,0,1,0,1
MGYG000002368,1,1,1,1,0,0,0
MGYG000002369,1,0,1,0,0,0,0
MGYG000002370,1,0,0,0,1,0,1
MGYG000002371,0,0,1,0,0,1,1
MGYG000002372,1,0,1,0,0,1,1
MGYG000002373,1,0,0,0,1,0,1
MGYG000002374,0,1,0,1,0,1,1
MGYG000002375,1,0,0,0,1,0,1
MGYG000002376,1,0,0,0,0,0,0
MGYG000002377,1,0,0,0,0,0,0
MGYG000002378,1,0,1,1,0,0,0
MGYG000002379,0,0,0,0,0,0,0
MGYG000002380,0,0,0,0,0,0,0
MGYG000002381,0,1,1,1,1,1,1
MGYG000002382,0,1,1,1,0,0,0
MGYG000002383,0,0,1,0,1,0,1
MGYG000002384,0,0,1,0,1,0,1
MGYG000002385,1,1,1,0,0,0,0
MGYG000002386,0,0,1,0,1,0,1
MGYG000002387,0,0,0,0,1,1,1
MGYG000002388,0,0,0,0,1,0,1
MGYG000002389,0,0,1,0,0,1,1
MGYG000002390,0,0,0,0,0,0,0
MGYG000002391,1,1,1,0,0,0,0
MGYG000002392,1,1,1,0,0,0,0
MGYG000002393,1,0,1,0,1,0,1
MGYG000002394,1,0,1,0,1,0,1
MGYG000002395,0,0,1,0,1,1,1
MGYG000002396,0,0,1,0,1,1,1
MGYG000002397,0,0,1,0,0,0,0
MGYG000002398,1,1,1,1,1,0,1
MGYG000002399,0,1,1,0,0,0,0
MGYG000002400,0,1,1,0,0,0,0
MGYG000002401,1,1,1,1,1,1,1
MGYG000002402,1,0,1,0,0,0,0
MGYG000002403,1,0,1,0,0,0,0
MGYG000002404,1,1,1,0,1,1,1
MGYG000002405,0,0,1,0,1,0,1
MGYG000002406,1,1,1,0,1,0,1
MGYG000002407,1,1,1,0,1,0,1
MGYG000002408,1,1,1,0,1,1,1
MGYG000002409,0,0,0,0,0,0,0
MGYG000002410,1,0,0,0,0,0,0
MGYG000002411,0,0,0,0,1,0,1
MGYG000002412,0,0,1,0,1,0,1
MGYG000002413,0,0,0,0,0,0,0
MGYG000002414,1,1,1,0,0,0,0
MGYG000002415,0,1,1,1,1,0,1
MGYG000002416,1,0,0,0,1,0,1
MGYG000002417,1,0,0,0,0,1,1
MGYG000002418,1,0,1,1,0,0,0
MGYG000002419,0,0,0,0,0,0,0
MGYG000002420,0,0,0,0,0,0,0
MGYG000002421,1,0,0,0,0,1,1
MGYG000002422,0,1,0,1,1,0,1
MGYG000002423,0,1,1,1,0,0,0
MGYG000002424,0,0,0,0,0,0,1
MGYG000002425,0,1,0,0,0,0,1
MGYG000002426,0,1,0,0,1,0,1
MGYG000002427,0,1,0,0,1,0,1
MGYG000002428,0,1,0,0,1,0,1
MGYG000002429,0,1,0,0,0,0,0
MGYG000002430,0,1,0,0,0,0,0
MGYG000002431,0,1,0,0,1,0,1
MGYG000002432,0,1,0,0,1,0,1
MGYG000002433,0,1,0,0,1,0,1
MGYG000002434,0,1,0,0,1,0,1
MGYG000002435,0,1,0,0,1,0,1
MGYG000002436,0,1,1,1,0,0,0
MGYG000002437,1,0,1,0,0,0,0
MGYG000002438,1,0,1,1,1,1,1
MGYG000002439,1,0,0,0,0,0,0
MGYG000002440,0,0,0,0,0,1,1
MGYG000002441,0,0,0,0,1,0,1
MGYG000002442,0,1,0,0,0,0,0
MGYG000002443,0,1,0,1,1,0,1
MGYG000002444,0,0,0,0,1,0,1
MGYG000002445,1,0,0,0,1,0,1
MGYG000002447,0,1,1,0,1,0,1
MGYG000002448,1,0,0,0,1,1,1
MGYG000002449,1,0,1,1,0,0,0
MGYG000002450,0,0,1,0,0,0,0
MGYG000002451,0,0,0,0,1,0,1
MGYG000002452,1,0,1,1,1,0,1
MGYG000002453,1,0,1,1,1,0,1
MGYG000002454,1,0,1,1,1,0,1
MGYG000002455,1,0,1,1,1,0,1
MGYG000002457,1,1,1,0,0,1,1
MGYG000002458,1,1,1,1,0,0,1
MGYG000002459,0,0,0,0,0,0,0
MGYG000002460,0,1,1,1,0,1,1
MGYG000002461,1,1,1,1,1,0,1
MGYG000002462,1,1,1,1,1,0,1
MGYG000002463,1,1,1,1,1,0,1
MGYG000002464,1,0,1,0,1,0,1
MGYG000002465,1,1,1,1,1,0,1
MGYG000002466,1,1,1,1,1,0,1
MGYG000002467,1,1,1,1,0,0,1
MGYG000002468,0,0,1,0,1,0,1
MGYG000002469,0,0,1,0,0,0,1
MGYG000002470,1,0,1,1,0,0,1
MGYG000002471,1,1,1,1,0,0,0
MGYG000002472,0,0,1,0,1,0,1
MGYG000002473,1,0,1,1,1,0,1
MGYG000002474,0,1,0,1,1,0,1
MGYG000002475,1,0,1,0,0,1,1
MGYG000002476,0,1,1,1,1,0,1
MGYG000002477,1,1,1,1,1,0,1
MGYG000002478,1,0,1,1,1,0,1
MGYG000002479,0,1,0,0,0,0,1
MGYG000002480,0,0,0,0,0,0,0
MGYG000002481,0,1,1,1,0,1,1
MGYG000002482,0,0,0,0,1,1,1
MGYG000002483,1,0,0,0,1,0,1
MGYG000002484,0,1,1,1,0,0,1
MGYG000002485,1,0,1,1,0,1,1
MGYG000002486,1,0,1,1,1,0,1
MGYG000002487,1,1,0,0,0,1,1
MGYG000002488,0,1,1,1,0,0,0
MGYG000002489,0,1,1,1,1,1,1
MGYG000002490,1,1,1,1,0,0,0
MGYG000002491,1,1,0,1,1,0,1
MGYG000002492,1,0,0,0,1,1,1
MGYG000002493,0,0,0,0,0,0,0
MGYG000002494,1,1,0,1,1,0,1
MGYG000002495,1,1,0,1,1,0,1
MGYG000002496,0,1,1,1,1,1,1
MGYG000002497,0,1,1,1,0,1,1
MGYG000002498,1,1,1,1,0,0,0
MGYG000002499,0,1,1,1,0,0,0
MGYG000002500,0,1,1,1,0,0,0
MGYG000002501,0,1,1,1,0,1,1
MGYG000002502,0,1,1,1,1,0,1
MGYG000002503,0,1,1,1,0,0,0
MGYG000002504,0,1,1,1,0,0,0
MGYG000002505,0,0,1,1,1,0,1
MGYG000002506,0,1,1,1,1,0,1
MGYG000002507,0,1,0,1,1,1,1
MGYG000002508,1,1,1,1,1,0,1
MGYG000002509,0,0,1,0,1,0,1
MGYG000002510,1,1,1,1,1,0,1
MGYG000002511,1,1,1,1,0,0,0
MGYG000002512,1,1,1,0,1,0,1
MGYG000002513,1,1,1,0,1,0,1
MGYG000002514,0,1,1,1,1,0,1
MGYG000002515,0,1,0,1,1,0,1
MGYG000002516,0,1,1,1,1,0,1
MGYG000002517,1,0,0,0,1,1,1
MGYG000002518,0,1,1,1,0,0,0
MGYG000002519,0,1,1,1,1,0,1
MGYG000002520,1,1,1,1,0,0,1
MGYG000002521,1,1,1,1,1,1,1
MGYG000002522,1,0,0,0,1,0,1
MGYG000002523,0,0,0,0,0,0,0
MGYG000002524,1,1,1,1,0,0,0
MGYG000002525,1,1,1,1,1,0,1
MGYG000002526,0,1,1,1,1,0,1
MGYG000002527,0,1,1,1,1,0,1
MGYG000002528,1,0,1,0,1,0,1
MGYG000002529,0,1,1,1,1,0,1
MGYG000002530,0,0,0,0,1,0,1
MGYG000002531,1,0,0,0,0,0,0
MGYG000002532,1,1,1,1,0,0,0
MGYG000002533,1,1,1,1,1,0,1
MGYG000002534,1,1,1,1,1,0,1
MGYG000002535,1,1,0,1,1,0,1
MGYG000002536,1,1,1,1,1,0,1
MGYG000002537,0,1,1,1,1,0,1
MGYG000002538,1,1,1,1,1,1,1
MGYG000002539,1,0,0,0,0,1,1
MGYG000002540,1,0,1,1,1,1,1
MGYG000002541,0,1,1,0,1,1,1
MGYG000002542,0,0,1,0,0,0,0
MGYG000002543,0,1,1,0,1,1,1
MGYG000002544,0,0,0,0,1,1,1
MGYG000002545,1,0,0,0,1,1,1
MGYG000002546,1,0,0,0,0,0,0
MGYG000002547,1,0,1,0,1,1,1
MGYG000002548,0,1,1,1,1,0,1
MGYG000002549,1,0,1,1,1,1,1
MGYG000002551,0,1,1,0,1,1,1
MGYG000002552,0,0,1,0,0,0,1
MGYG000002553,0,0,0,0,0,0,0
MGYG000002554,0,0,0,0,0,0,0
MGYG000002555,1,0,1,0,0,0,0
MGYG000002556,0,0,1,0,1,0,1
MGYG000002557,0,0,0,0,0,0,0
MGYG000002558,0,0,1,0,0,0,1
MGYG000002559,1,0,0,0,0,0,0
MGYG000002560,1,0,1,1,0,0,1
MGYG000002561,1,0,1,1,0,0,1
MGYG000002562,1,0,1,1,1,0,1
MGYG000002563,1,0,0,0,0,1,1
MGYG000002564,0,0,1,1,1,0,1
MGYG000002565,1,1,1,1,1,0,1
MGYG000002566,1,0,0,0,0,0,0
MGYG000002567,0,0,1,1,1,1,1
MGYG000002568,0,0,1,1,1,0,1
MGYG000002570,0,0,1,0,0,1,1
MGYG000002571,0,0,0,0,0,0,0
MGYG000002572,0,0,0,0,1,0,1
MGYG000002573,1,0,0,0,1,0,1
MGYG000002574,1,0,1,1,0,0,0
MGYG000002575,0,0,1,0,0,1,1
MGYG000002576,0,0,0,0,0,0,0
MGYG000002578,0,0,0,0,0,0,0
MGYG000002579,0,0,0,0,1,0,1
MGYG000002580,1,0,1,0,0,1,1
MGYG000002581,0,0,0,0,1,0,1
MGYG000002582,0,0,1,0,0,0,0
MGYG000002583,0,0,0,0,0,0,0
MGYG000002584,0,0,1,1,1,0,1
MGYG000002585,1,0,0,1,0,0,0
MGYG000002586,0,0,0,0,0,0,0
MGYG000002587,1,0,1,0,1,0,1
MGYG000002588,1,0,0,1,0,0,0
MGYG000002589,1,0,0,0,1,0,1
MGYG000002590,0,0,0,0,0,0,0
MGYG000002591,0,1,1,0,0,0,0
MGYG000002592,0,0,1,0,0,0,0
MGYG000002593,0,0,0,0,1,0,1
MGYG000002594,1,1,1,0,1,0,1
MGYG000002595,0,0,0,0,0,1,1
MGYG000002596,1,0,1,0,0,0,0
MGYG000002597,1,0,0,0,0,1,1
MGYG000002599,0,0,0,0,0,1,1
MGYG000002600,1,0,0,0,1,0,1
MGYG000002601,1,0,0,0,1,0,1
MGYG000002602,1,0,0,0,1,0,1
MGYG000002603,0,0,1,0,1,1,1
MGYG000002604,1,0,0,0,0,0,0
MGYG000002605,0,0,0,0,1,1,1
MGYG000002606,0,0,1,0,0,0,0
MGYG000002607,0,0,0,0,0,0,0
MGYG000002608,0,0,1,0,1,0,1
MGYG000002609,0,0,1,0,1,1,1
MGYG000002610,1,0,0,0,0,0,0
MGYG000002612,1,0,0,0,0,0,0
MGYG000002613,0,0,1,0,1,1,1
MGYG000002614,1,0,1,1,0,1,1
MGYG000002616,0,0,0,0,1,0,1
MGYG000002617,0,0,0,0,0,0,0
MGYG000002619,1,0,0,0,1,0,1
MGYG000002620,1,0,1,1,1,0,1
MGYG000002621,1,0,1,1,0,1,1
MGYG000002622,0,0,1,0,1,0,1
MGYG000002623,0,0,0,0,1,0,1
MGYG000002624,0,0,0,0,1,0,1
MGYG000002625,1,0,0,0,1,0,1
MGYG000002626,1,0,0,0,0,0,1
MGYG000002627,1,0,0,0,0,0,0
MGYG000002628,1,0,0,0,1,0,1
MGYG000002629,0,0,0,0,0,0,0
MGYG000002630,0,1,1,0,0,0,0
MGYG000002631,0,1,1,0,1,0,1
MGYG000002633,0,0,1,0,1,0,1
MGYG000002634,0,1,1,0,1,0,1
MGYG000002635,1,0,1,0,0,0,0
MGYG000002636,0,0,1,0,0,0,0
MGYG000002637,0,0,1,0,1,0,1
MGYG000002638,1,0,0,0,1,0,1
MGYG000002639,0,1,1,1,0,0,0
MGYG000002640,1,1,1,1,0,0,0
MGYG000002641,1,0,0,0,1,0,1
MGYG000002642,1,1,0,1,0,1,1
MGYG000002643,0,1,1,0,1,0,1
MGYG000002645,1,1,1,1,0,0,0
MGYG000002646,1,1,1,1,0,0,0
